subject_id,subject_version,case_id,family,run_id,reviewer_id,scoring_timestamp_utc,rubric_floor,rubric_ceiling,raw_score,clipped_score,has_critical_fail,has_recoverable_fail,classification,reported_confidence,confidence_unit,correctness
gemini-2-5-flash-lite,gemini-2.5-flash-lite,RO-SCAL-002,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,7,7,False,False,Conditional,85,0.85,1.0
gemini-2-5-flash-lite,gemini-2.5-flash-lite,RO-SCAL-003,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,8,8,False,False,Conditional,90,0.9,1.0
gemini-2-5-flash-lite,gemini-2.5-flash-lite,RO-SCAL-004,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,7,7,False,False,Conditional,85,0.85,1.0
gemini-2-5-flash-lite,gemini-2.5-flash-lite,RO-SCAL-005,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,8,8,False,False,Conditional,85,0.85,1.0
gemini-2-5-flash-lite,gemini-2.5-flash-lite,RO-SCAL-006,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,10,8,8,False,False,Conditional,90,0.9,1.0
gemini-2-5-flash-lite,gemini-2.5-flash-lite,RO-SCAL-007,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,8,8,False,False,Conditional,85,0.85,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-FOUL-001,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,7,7,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-FOUL-002,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-FOUL-003,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-FOUL-004,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,11,11,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-FOUL-005,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-FOUL-006,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,11,9,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-FOUL-007,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,11,11,11,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-FOUL-008,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,10,9,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-FOUL-009,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,9,10,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-MECH-001,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,9,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-MECH-002,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,9,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-MECH-003,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,9,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-MECH-004,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,10,9,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-MECH-005,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,10,10,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-NOWE-001,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,12,10,10,False,False,Pass,90,0.9,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-NOWE-002,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,11,6,6,False,False,Fail,95,0.95,0.5
gemini-2-5-pro,gemini-2.5-pro,RO-NOWE-003,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,10,9,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-NOWE-004,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,9,10,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-OXID-001,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,10,10,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-OXID-002,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,10,10,False,False,Pass,98,0.98,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-OXID-003,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,10,10,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-OXID-004,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,10,10,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-OXID-005,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,11,10,10,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-OXID-006,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,3,10,10,10,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-SCAL-001,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,9,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-SCAL-002,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,7,7,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-SCAL-003,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,11,11,False,False,Pass,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-SCAL-004,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,9,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-SCAL-005,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,8,8,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-SCAL-006,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,10,9,9,False,False,Conditional,95,0.95,1.0
gemini-2-5-pro,gemini-2.5-pro,RO-SCAL-007,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,9,9,False,False,Conditional,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-FOUL-001,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,7,7,False,False,Conditional,85,0.85,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-FOUL-002,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,7,7,False,False,Conditional,85,0.85,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-FOUL-003,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,11,11,False,False,Pass,85,0.85,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-FOUL-004,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,10,10,False,False,Pass,90,0.9,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-FOUL-005,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,10,10,False,False,Pass,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-FOUL-006,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,11,8,8,False,False,Conditional,90,0.9,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-FOUL-007,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,11,10,10,False,False,Pass,85,0.85,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-FOUL-008,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,10,10,10,False,False,Pass,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-FOUL-009,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,9,8,8,False,False,Conditional,85,0.85,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-MECH-001,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,9,9,False,False,Conditional,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-MECH-002,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,9,9,False,False,Conditional,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-MECH-003,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,9,9,False,False,Conditional,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-MECH-004,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,10,9,9,False,False,Conditional,90,0.9,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-MECH-005,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,9,9,False,False,Conditional,98,0.98,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-NOWE-001,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,12,5,5,False,True,Conditional,85,0.85,0.5
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-NOWE-002,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,11,4,4,True,False,Fail,85,0.85,0.5
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-NOWE-003,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,10,8,8,False,False,Conditional,90,0.9,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-NOWE-004,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,9,8,8,False,False,Conditional,85,0.85,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-OXID-001,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,9,9,False,False,Conditional,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-OXID-002,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,9,9,False,False,Conditional,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-OXID-003,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,7,7,False,False,Conditional,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-OXID-004,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,9,9,False,False,Conditional,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-OXID-005,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,11,9,9,False,False,Conditional,85,0.85,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-OXID-006,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,3,10,9,9,False,False,Conditional,90,0.9,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-SCAL-001,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,9,9,False,False,Conditional,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-SCAL-002,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,8,8,False,True,Conditional,90,0.9,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-SCAL-003,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,8,8,False,False,Conditional,95,0.95,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-SCAL-004,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,8,8,False,False,Conditional,85,0.85,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-SCAL-005,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,7,7,False,False,Conditional,85,0.85,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-SCAL-006,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,10,7,7,False,False,Conditional,85,0.85,1.0
gemini-3-1-flash-lite,gemini-3.1-flash-lite,RO-SCAL-007,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,8,8,False,False,Conditional,90,0.9,1.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-FOUL-001,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,5,5,False,False,Fail,85,0.85,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-FOUL-002,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,6,6,False,False,Fail,85,0.85,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-FOUL-003,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,6,6,False,False,Fail,85,0.85,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-FOUL-004,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,5,5,False,False,Fail,85,0.85,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-FOUL-005,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,4,4,False,False,Fail,90,0.9,1.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-FOUL-006,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,11,6,6,False,False,Fail,90,0.9,1.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-FOUL-007,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,11,6,6,False,False,Fail,90,0.9,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-FOUL-008,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,10,7,7,False,False,Conditional,90,0.9,1.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-FOUL-009,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,9,6,6,False,False,Fail,90,0.9,1.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-MECH-001,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,6,6,False,True,Conditional,85,0.85,1.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-MECH-002,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,6,6,False,False,Fail,90,0.9,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-MECH-003,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,8,8,False,False,Conditional,90,0.9,1.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-MECH-004,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,10,8,8,False,False,Conditional,90,0.9,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-MECH-005,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,8,8,False,False,Conditional,90,0.9,1.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-NOWE-001,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,12,3,3,False,False,Fail,90,0.9,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-NOWE-002,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,11,1,1,False,False,Fail,85,0.85,0.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-NOWE-003,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,10,2,2,False,False,Fail,90,0.9,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-NOWE-004,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,9,2,2,False,False,Fail,85,0.85,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-OXID-001,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,7,7,False,False,Conditional,85,0.85,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-OXID-002,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,7,7,False,False,Conditional,90,0.9,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-OXID-003,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,8,8,False,False,Conditional,90,0.9,1.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-OXID-004,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,7,7,False,False,Conditional,90,0.9,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-OXID-005,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,11,2,2,True,False,Fail,85,0.85,0.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-OXID-006,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,3,10,6,6,True,False,Fail,90,0.9,1.0
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-SCAL-001,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,6,6,False,False,Fail,90,0.9,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-SCAL-002,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,5,5,False,False,Fail,90,0.9,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-SCAL-003,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,6,6,False,False,Fail,90,0.9,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-SCAL-004,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,5,5,False,False,Fail,90,0.9,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-SCAL-005,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,6,6,False,False,Fail,85,0.85,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-SCAL-006,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,10,6,6,False,False,Fail,85,0.85,0.5
gpt-3-5-turbo,gpt-3.5-turbo-0125,RO-SCAL-007,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,4,4,False,False,Fail,85,0.85,0.5
gpt-5,gpt-5-2025-08-07,RO-FOUL-001,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,12,11,11,False,False,Pass,78,0.78,1.0
gpt-5,gpt-5-2025-08-07,RO-FOUL-002,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,85,0.85,1.0
gpt-5,gpt-5-2025-08-07,RO-FOUL-003,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,12,11,11,False,False,Pass,75,0.75,0.5
gpt-5,gpt-5-2025-08-07,RO-FOUL-004,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,12,11,11,False,False,Pass,84,0.84,1.0
gpt-5,gpt-5-2025-08-07,RO-FOUL-005,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,88,0.88,1.0
gpt-5,gpt-5-2025-08-07,RO-FOUL-006,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,11,11,11,False,False,Pass,78,0.78,1.0
gpt-5,gpt-5-2025-08-07,RO-FOUL-007,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,11,12,11,False,False,Pass,74,0.74,1.0
gpt-5,gpt-5-2025-08-07,RO-FOUL-008,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,10,11,10,False,False,Pass,85,0.85,1.0
gpt-5,gpt-5-2025-08-07,RO-FOUL-009,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,9,9,9,False,False,Conditional,80,0.8,1.0
gpt-5,gpt-5-2025-08-07,RO-MECH-001,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,10,10,False,False,Pass,90,0.9,1.0
gpt-5,gpt-5-2025-08-07,RO-MECH-002,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,11,11,False,False,Pass,90,0.9,1.0
gpt-5,gpt-5-2025-08-07,RO-MECH-003,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,10,10,False,False,Pass,90,0.9,1.0
gpt-5,gpt-5-2025-08-07,RO-MECH-004,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,10,11,10,False,False,Pass,82,0.82,1.0
gpt-5,gpt-5-2025-08-07,RO-MECH-005,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,9,9,False,False,Conditional,90,0.9,1.0
gpt-5,gpt-5-2025-08-07,RO-NOWE-001,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,12,11,11,False,False,Pass,78,0.78,1.0
gpt-5,gpt-5-2025-08-07,RO-NOWE-002,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,11,12,11,False,False,Pass,80,0.8,1.0
gpt-5,gpt-5-2025-08-07,RO-NOWE-003,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,10,12,10,False,False,Pass,82,0.82,1.0
gpt-5,gpt-5-2025-08-07,RO-NOWE-004,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,9,12,9,False,False,Conditional,72,0.72,1.0
gpt-5,gpt-5-2025-08-07,RO-OXID-001,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,88,0.88,1.0
gpt-5,gpt-5-2025-08-07,RO-OXID-002,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,90,0.9,1.0
gpt-5,gpt-5-2025-08-07,RO-OXID-003,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,88,0.88,1.0
gpt-5,gpt-5-2025-08-07,RO-OXID-004,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,88,0.88,1.0
gpt-5,gpt-5-2025-08-07,RO-OXID-005,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,11,12,11,False,False,Pass,75,0.75,1.0
gpt-5,gpt-5-2025-08-07,RO-OXID-006,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,3,10,12,10,False,False,Pass,85,0.85,1.0
gpt-5,gpt-5-2025-08-07,RO-SCAL-001,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,12,12,False,False,Pass,88,0.88,1.0
gpt-5,gpt-5-2025-08-07,RO-SCAL-002,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,12,12,False,False,Pass,78,0.78,1.0
gpt-5,gpt-5-2025-08-07,RO-SCAL-003,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,11,11,False,False,Pass,85,0.85,1.0
gpt-5,gpt-5-2025-08-07,RO-SCAL-004,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,11,11,False,True,Conditional,80,0.8,1.0
gpt-5,gpt-5-2025-08-07,RO-SCAL-005,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,12,11,False,False,Pass,75,0.75,1.0
gpt-5,gpt-5-2025-08-07,RO-SCAL-006,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,10,11,10,False,False,Pass,80,0.8,1.0
gpt-5,gpt-5-2025-08-07,RO-SCAL-007,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,12,12,False,False,Pass,78,0.78,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-FOUL-001,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,76,0.76,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-FOUL-002,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,84,0.84,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-FOUL-003,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,11,11,False,True,Conditional,80,0.8,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-FOUL-004,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,86,0.86,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-FOUL-005,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,88,0.88,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-FOUL-006,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,11,12,11,False,False,Pass,84,0.84,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-FOUL-007,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,11,12,11,False,False,Pass,72,0.72,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-FOUL-008,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,10,12,10,False,False,Pass,88,0.88,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-FOUL-009,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,9,12,9,False,False,Conditional,78,0.78,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-MECH-001,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,10,10,False,False,Pass,92,0.92,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-MECH-002,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,11,11,False,False,Pass,91,0.91,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-MECH-003,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,10,10,False,False,Pass,92,0.92,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-MECH-004,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,10,11,10,False,False,Pass,86,0.86,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-MECH-005,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,10,10,False,False,Pass,95,0.95,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-NOWE-001,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,12,10,10,False,False,Pass,84,0.84,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-NOWE-002,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,11,12,11,False,False,Pass,88,0.88,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-NOWE-003,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,10,10,10,False,False,Pass,87,0.87,1.0
gpt-5-5,gpt-5.5-2026-04-23,RO-NOWE-004,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,9,11,9,False,False,Conditional,74,0.74,1.0
